survyear	fipst	leaid	totd912	ebs912	drp912	totdpl	afgeb	afgr	totohc
2007-08	01	0100002	0	47	0.0	-1	14	-1.0	-1
2007-08	01	0100005	29	939	3.1	172	247	69.6	5
2007-08	01	0100006	41	1612	2.5	276	450	61.3	13
2007-08	01	0100007	38	3817	1.0	899	978	91.9	5
2007-08	01	0100008	27	2715	1.0	624	584	100.0	9
2007-08	01	0100009	0	163	0.0	-1	20	-1.0	-1
2007-08	01	0100010	-2	-2	-2.0	-2	-2	-2.0	-2
2007-08	01	0100011	15	401	3.7	72	107	67.3	6
2007-08	01	0100012	-3	622	-3.0	109	156	69.9	7
2007-08	01	0100013	14	1241	1.1	263	-2	-2.0	1
2007-08	01	0100014	-2	-2	-2.0	-2	-2	-2.0	-2
2007-08	01	0100015	0	0	-2.0	0	-2	-2.0	-1
2007-08	01	0100016	0	8	0.0	-1	-2	-1.0	-1
2007-08	01	0100017	-2	-2	-2.0	-2	-2	-2.0	-2
2007-08	01	0100018	-2	285	-2.0	-1	69	-1.0	-1
2007-08	01	0100019	0	0	-2.0	0	-2	-2.0	-1
2007-08	01	0100020	-4	1	-4.0	0	-2	-2.0	-1
2007-08	01	0100021	-2	-2	-2.0	0	-2	-2.0	-1
2007-08	01	0100022	-2	-2	-2.0	0	-2	-2.0	-1
2007-08	01	0100023	-2	-2	-2.0	0	-2	-2.0	-1
2007-08	01	0100024	-2	-2	-2.0	0	-2	-2.0	-1
2007-08	01	0100026	-2	-2	-2.0	0	-2	-2.0	-1
2007-08	01	0100028	0	0	-2.0	0	-2	-2.0	-1
2007-08	01	0100029	-2	-2	-2.0	0	-2	-2.0	-1
2007-08	01	0100030	33	1005	3.3	201	288	69.8	3
2007-08	01	0100032	-2	-2	-2.0	0	-2	-2.0	-1
2007-08	01	0100033	0	0	-2.0	0	-2	-2.0	-1
2007-08	01	0100035	0	12	0.0	-1	-2	-1.0	-1
2007-08	01	0100036	-2	-2	-2.0	-2	-2	-2.0	-2
2007-08	01	0100037	-2	-2	-2.0	0	-2	-2.0	-1
2007-08	01	0100038	0	9	0.0	0	-2	-2.0	-1
2007-08	01	0100039	-2	-2	-2.0	0	-2	-2.0	-1
2007-08	01	0100040	-4	2	-4.0	0	-2	-2.0	-1
2007-08	01	0100041	-4	3	-4.0	0	-2	-2.0	-1
2007-08	01	0100042	-2	-2	-2.0	0	-2	-2.0	-1
2007-08	01	0100043	-2	-2	-2.0	0	-2	-2.0	-1
2007-08	01	0100044	0	5	0.0	-1	-2	-1.0	-1
2007-08	01	0100045	0	8	0.0	0	-2	-2.0	-1
2007-08	01	0100046	-2	-2	-2.0	0	-2	-2.0	-1
2007-08	01	0100060	8	441	1.8	93	129	72.1	9
2007-08	01	0100090	44	612	7.2	96	199	48.2	10
2007-08	01	0100100	9	736	1.2	186	211	88.2	0
2007-08	01	0100120	7	889	0.8	186	232	80.2	1
2007-08	01	0100173	0	8	0.0	0	-2	-2.0	-1
2007-08	01	0100174	0	23	0.0	-1	-2	-1.0	-1
2007-08	01	0100175	0	9	0.0	0	-2	-2.0	-1
2007-08	01	0100176	0	166	0.0	-1	-2	-2.0	-1
2007-08	01	0100178	0	31	0.0	-1	-2	-1.0	-1
2007-08	01	0100179	0	15	0.0	0	-2	-2.0	-1
2007-08	01	0100180	30	692	4.3	150	209	71.8	1
2007-08	01	0100181	-4	1	-4.0	0	-2	-2.0	-1
2007-08	01	0100183	0	7	0.0	0	-2	-2.0	-1
2007-08	01	0100184	0	15	0.0	-1	-2	-1.0	-1
2007-08	01	0100185	-2	-2	-2.0	-1	-2	-2.0	-2
2007-08	01	0100210	23	1589	1.4	351	370	94.9	7
2007-08	01	0100240	69	2916	2.4	548	744	73.7	13
2007-08	01	0100270	76	7860	1.0	1480	2076	71.3	40
2007-08	01	0100300	27	326	8.3	49	115	42.6	0
2007-08	01	0100330	48	1065	4.5	172	328	52.4	18
2007-08	01	0100360	26	969	2.7	184	279	65.9	8
2007-08	01	0100390	61	8287	0.7	1307	2538	51.5	86
2007-08	01	0100420	54	2311	2.3	469	621	75.5	33
2007-08	01	0100450	-3	390	-3.0	73	123	59.3	9
2007-08	01	0100480	22	509	4.3	104	152	68.4	6
2007-08	01	0100510	13	1032	1.3	213	297	71.7	26
2007-08	01	0100540	68	2623	2.6	527	737	71.5	25
2007-08	01	0100600	42	1179	3.6	186	325	57.2	18
2007-08	01	0100630	31	1202	2.6	243	325	74.8	7
2007-08	01	0100660	62	2119	2.9	411	584	70.4	46
2007-08	01	0100690	19	597	3.2	111	156	71.2	2
2007-08	01	0100720	18	1047	1.7	200	291	68.7	14
2007-08	01	0100750	-3	568	-3.0	96	156	61.5	11
2007-08	01	0100780	-3	792	-3.0	155	213	72.8	6
2007-08	01	0100810	6	643	0.9	134	176	76.1	9
2007-08	01	0100840	33	896	3.7	181	272	66.5	8
2007-08	01	0100870	10	462	2.2	81	138	58.7	0
2007-08	01	0100900	26	431	6.0	92	135	68.1	5
2007-08	01	0100930	18	991	1.8	205	271	75.6	3
2007-08	01	0100960	-3	720	-3.0	162	211	76.8	10
2007-08	01	0100990	16	835	1.9	179	216	82.9	5
2007-08	01	0101020	107	2847	3.8	584	813	71.8	39
2007-08	01	0101050	28	814	3.4	158	223	70.9	4
2007-08	01	0101080	9	389	2.3	82	130	63.1	4
2007-08	01	0101110	51	1362	3.7	240	398	60.3	41
2007-08	01	0101140	25	2410	1.0	433	640	67.7	37
2007-08	01	0101170	48	2648	1.8	520	717	72.5	26
2007-08	01	0101200	11	724	1.5	141	199	70.9	4
2007-08	01	0101230	97	2636	3.7	515	691	74.5	25
2007-08	01	0101260	13	287	4.5	61	76	80.3	4
2007-08	01	0101290	58	3311	1.8	606	901	67.3	37
2007-08	01	0101320	48	1849	2.6	341	441	77.3	4
2007-08	01	0101350	30	1310	2.3	241	321	75.1	10
2007-08	01	0101380	40	2624	1.5	507	684	74.1	17
2007-08	01	0101410	27	833	3.2	156	263	59.3	10
2007-08	01	0101440	18	846	2.1	137	232	59.1	28
2007-08	01	0101470	21	781	2.7	146	210	69.5	7
2007-08	01	0101530	41	1328	3.1	245	352	69.6	24
2007-08	01	0101560	15	774	1.9	151	225	67.1	15
2007-08	01	0101590	16	924	1.7	161	236	68.2	15
2007-08	01	0101620	4	1551	0.3	244	436	56.0	10
2007-08	01	0101640	13	365	3.6	81	112	72.3	4
2007-08	01	0101660	23	774	3.0	137	207	66.2	6
2007-08	01	0101680	14	426	3.3	78	129	60.5	1
2007-08	01	0101690	-3	568	-3.0	125	152	82.2	4
2007-08	01	0101710	4	918	0.4	150	227	66.1	1
2007-08	01	0101720	-3	457	-3.0	101	134	75.4	3
2007-08	01	0101730	-3	908	-3.0	193	268	72.0	8
2007-08	01	0101740	26	780	3.3	146	234	62.4	7
2007-08	01	0101760	9	1043	0.9	211	279	75.6	15
2007-08	01	0101770	17	1930	0.9	385	546	70.5	33
2007-08	01	0101800	144	6899	2.1	1274	1905	66.9	47
2007-08	01	0101830	40	1769	2.3	311	486	64.0	16
2007-08	01	0101860	-1	491	-1.0	90	112	80.4	2
2007-08	01	0101890	8	791	1.0	162	208	77.9	6
2007-08	01	0101920	207	11379	1.8	2141	3232	66.2	139
2007-08	01	0101950	29	643	4.5	135	199	67.8	8
2007-08	01	0101980	12	263	4.6	43	76	56.6	3
2007-08	01	0102010	46	2704	1.7	545	717	76.0	14
2007-08	01	0102040	9	1787	0.5	398	523	76.1	20
2007-08	01	0102070	114	3043	3.7	572	851	67.2	38
2007-08	01	0102100	54	2403	2.2	487	672	72.5	15
2007-08	01	0102130	-3	189	-3.0	44	50	88.0	2
2007-08	01	0102160	22	652	3.4	139	223	62.3	5
2007-08	01	0102190	15	999	1.5	206	330	62.4	7
2007-08	01	0102220	203	5649	3.6	1086	1492	72.8	32
2007-08	01	0102250	4	503	0.8	80	127	63.0	7
2007-08	01	0102310	27	989	2.7	198	280	70.7	8
2007-08	01	0102350	34	456	7.5	76	122	62.3	5
2007-08	01	0102370	515	18468	2.8	3202	5076	63.1	158
2007-08	01	0102400	25	1293	1.9	258	348	74.1	10
2007-08	01	0102430	80	8000	1.0	1222	2517	48.5	110
2007-08	01	0102480	82	2254	3.6	438	618	70.9	12
2007-08	01	0102490	-1	1295	-1.0	310	321	96.6	2
2007-08	01	0102520	12	727	1.7	164	205	80.0	3
2007-08	01	0102550	6	392	1.5	78	95	82.1	2
2007-08	01	0102580	39	1384	2.8	-1	406	-1.0	5
2007-08	01	0102610	23	427	5.4	97	139	69.8	0
2007-08	01	0102635	-1	1114	-1.0	215	299	71.9	5
2007-08	01	0102640	22	796	2.8	168	250	67.2	16
2007-08	01	0102650	4	1204	0.3	242	355	68.2	26
2007-08	01	0102670	-3	553	-3.0	131	169	77.5	1
2007-08	01	0102700	18	1517	1.2	294	400	73.5	3
2007-08	01	0102730	10	941	1.1	202	267	75.7	5
2007-08	01	0102760	-3	327	-3.0	72	91	79.1	2
2007-08	01	0102790	8	629	1.3	107	201	53.2	10
2007-08	01	0102820	12	641	1.9	116	182	63.7	8
2007-08	01	0102850	9	409	2.2	91	119	76.5	4
2007-08	01	0102880	59	1000	5.9	186	338	55.0	2
2007-08	01	0102910	-3	676	-3.0	128	183	69.9	4
2007-08	01	0102940	19	762	2.5	169	236	71.6	4
2007-08	01	0102970	6	1020	0.6	172	312	55.1	41
2007-08	01	0103000	17	343	5.0	63	100	63.0	1
2007-08	01	0103030	110	7267	1.5	1502	1803	83.3	64
2007-08	01	0103062	80	2416	3.3	529	705	75.0	13
2007-08	01	0103090	19	772	2.5	160	221	72.4	4
2007-08	01	0103120	15	679	2.2	118	171	69.0	11
2007-08	01	0103150	37	734	5.0	116	224	51.8	17
2007-08	01	0103180	77	2375	3.2	444	681	65.2	41
2007-08	01	0103210	4	1030	0.4	-1	299	-1.0	15
2007-08	01	0103240	9	611	1.5	108	153	70.6	6
2007-08	01	0103270	9	416	2.2	68	123	55.3	6
2007-08	01	0103300	5	453	1.1	81	108	75.0	1
2007-08	01	0103330	14	681	2.1	140	205	68.3	12
2007-08	01	0103360	111	2905	3.8	511	815	62.7	94
2007-08	01	0103390	194	4760	4.1	884	1312	67.4	42
2007-08	01	0103420	30	449	6.7	101	135	74.8	0
2007-08	01	0103430	4	1711	0.2	403	436	92.4	3
2007-08	01	0103450	76	2289	3.3	471	659	71.5	13
2007-08	01	0103480	10	1110	0.9	225	274	82.1	7
2007-08	01	0103510	-3	708	-3.0	143	208	68.8	6
2007-08	01	0103540	6	360	1.7	86	104	82.7	3
2007-08	01	0103580	7	783	0.9	158	199	79.4	9
2007-08	02	0200001	100	915	10.9	134	273	49.1	8
2007-08	02	0200003	71	588	12.1	112	150	74.7	19
2007-08	02	0200004	32	138	23.2	23	41	56.1	4
2007-08	02	0200005	0	108	0.0	8	36	22.2	9
2007-08	02	0200006	-1	405	-1.0	69	-2	-2.0	1
2007-08	02	0200007	-3	70	-3.0	18	19	94.7	0
2007-08	02	0200010	0	12	0.0	-1	3	-1.0	0
2007-08	02	0200020	78	523	14.9	71	135	52.6	0
2007-08	02	0200030	-3	52	-3.0	15	18	83.3	1
2007-08	02	0200050	7	117	6.0	24	37	64.9	1
2007-08	02	0200060	-3	145	-3.0	42	44	95.5	0
2007-08	02	0200070	5	183	2.7	39	54	72.2	2
2007-08	02	0200090	14	184	7.6	24	65	36.9	0
2007-08	02	0200100	179	473	37.8	62	124	50.0	1
2007-08	02	0200120	19	175	10.9	34	45	75.6	7
2007-08	02	0200130	82	1105	7.4	181	274	66.1	10
2007-08	02	0200150	100	730	13.7	125	203	61.6	3
2007-08	02	0200180	850	15471	5.5	2963	4088	72.5	77
2007-08	02	0200210	127	1813	7.0	418	511	81.8	19
2007-08	02	0200240	23	436	5.3	109	126	86.5	0
2007-08	02	0200270	-3	107	-3.0	34	40	85.0	0
2007-08	02	0200300	-3	49	-3.0	-1	18	-1.0	1
2007-08	02	0200330	-3	23	-3.0	4	8	50.0	0
2007-08	02	0200360	-3	40	-3.0	5	10	50.0	1
2007-08	02	0200390	204	3260	6.3	623	841	74.1	14
2007-08	02	0200450	4	47	8.5	8	11	72.7	0
2007-08	02	0200480	42	863	4.9	185	241	76.8	8
2007-08	02	0200485	4	141	2.8	25	29	86.2	1
2007-08	02	0200510	300	5200	5.8	932	1342	69.4	29
2007-08	02	0200520	19	109	17.4	17	33	51.5	0
2007-08	02	0200525	4	97	4.1	26	29	89.7	1
2007-08	02	0200540	195	556	35.1	58	83	69.9	1
2007-08	02	0200570	24	240	10.0	35	63	55.6	3
2007-08	02	0200600	291	4478	6.5	826	1279	64.6	10
2007-08	02	0200610	49	556	8.8	104	174	59.8	16
2007-08	02	0200625	110	604	18.2	98	187	52.4	3
2007-08	02	0200630	-1	4	-1.0	0	0	-2.0	0
2007-08	02	0200660	-3	202	-3.0	49	57	86.0	1
2007-08	02	0200670	0	26	0.0	-1	9	-1.0	0
2007-08	02	0200680	-3	64	-3.0	12	16	75.0	0
2007-08	02	0200690	-3	39	-3.0	14	13	100.0	0
2007-08	02	0200700	7	51	13.7	8	19	42.1	0
2007-08	02	0200710	7	186	3.8	28	53	52.8	6
2007-08	02	0200715	-3	25	-3.0	5	12	41.7	0
2007-08	02	0200720	-3	94	-3.0	30	36	83.3	0
2007-08	02	0200730	-3	65	-3.0	9	19	47.4	2
2007-08	02	0200760	13	135	9.6	37	47	78.7	4
2007-08	02	0200770	-3	149	-3.0	17	48	35.4	0
2007-08	02	0200775	12	75	16.0	18	20	90.0	3
2007-08	02	0200780	-3	244	-3.0	61	90	67.8	2
2007-08	02	0200800	4	65	6.2	4	8	50.0	0
2007-08	02	0200810	0	124	0.0	29	32	90.6	0
2007-08	02	0200840	4	51	7.8	12	15	80.0	0
2007-08	02	0200862	28	437	6.4	53	152	34.9	35
2007-08	04	0400001	32	1736	1.8	352	421	83.6	-2
2007-08	04	0400003	81	817	9.9	171	237	72.2	-2
2007-08	04	0400004	-2	-2	-2.0	-2	-2	-2.0	-2
2007-08	04	0400005	-2	-2	-2.0	-2	-2	-2.0	-2
2007-08	04	0400016	63	263	24.0	66	77	85.7	-2
2007-08	04	0400018	-2	-2	-2.0	-2	-2	-2.0	-2
2007-08	04	0400019	10	164	6.1	36	-2	-2.0	-2
2007-08	04	0400020	-2	-2	-2.0	-2	-2	-2.0	-2
2007-08	04	0400021	5	81	6.2	13	27	48.1	-2
2007-08	04	0400022	-2	-2	-2.0	-2	-2	-2.0	-2
2007-08	04	0400023	45	428	10.5	89	160	55.6	-2
2007-08	04	0400026	14	169	8.3	31	43	72.1	-2
2007-08	04	0400028	-2	-2	-2.0	-2	-2	-2.0	-2
2007-08	04	0400031	-2	-2	-2.0	-2	-2	-2.0	-2
2007-08	04	0400033	-2	-2	-2.0	-2	-2	-2.0	-2
2007-08	04	0400034	-2	-2	-2.0	-2	-2	-2.0	-2
2007-08	04	0400036	8	126	6.3	21	35	60.0	-2
2007-08	04	0400037	-2	-2	-2.0	-2	-2	-2.0	-2
2007-08	04	0400038	-2	-2	-2.0	-2	-2	-2.0	-2
2007-08	04	0400039	-2	-2	-2.0	-2	-2	-2.0	-2
2007-08	04	0400040	-2	-2	-2.0	-2	-2	-2.0	-2
2007-08	04	0400041	-1	233	-1.0	37	-2	-2.0	-2
2007-08	04	0400043	19	254	7.5	55	-2	-2.0	-2
2007-08	04	0400045	-2	-2	-2.0	0	14	0.0	-2
2007-08	04	0400047	42	228	18.4	58	51	100.0	-2
2007-08	04	0400048	-2	-2	-2.0	-2	-2	-2.0	-2
2007-08	04	0400052	9	173	5.2	31	58	53.4	-2
2007-08	04	0400053	-2	248	-2.0	35	69	50.7	-2
2007-08	04	0400054	-2	-2	-2.0	-2	-2	-2.0	-2
2007-08	04	0400055	-2	-2	-2.0	-2	-2	-2.0	-2
2007-08	04	0400056	-3	183	-3.0	36	57	63.2	-2
2007-08	04	0400057	74	108	68.5	-1	-2	-1.0	-2
2007-08	04	0400059	-2	-2	-2.0	-2	-2	-2.0	-2
2007-08	04	0400061	70	171	40.9	73	-2	-2.0	-2
2007-08	04	0400062	-2	-2	-2.0	-2	-2	-2.0	-2
2007-08	04	0400064	-3	35	-3.0	7	11	63.6	-2
2007-08	04	0400065	-2	-2	-2.0	-2	-2	-2.0	-2
2007-08	04	0400067	4	25	16.0	4	5	80.0	-2
2007-08	04	0400068	-2	-2	-2.0	-2	-2	-2.0	-2
2007-08	04	0400069	-2	-2	-2.0	-2	-2	-2.0	-2
2007-08	04	0400070	7	218	3.2	51	58	87.9	-2
2007-08	04	0400071	-2	-2	-2.0	-2	-2	-2.0	-2
2007-08	04	0400072	-2	5	-2.0	-2	-2	-2.0	-2
2007-08	04	0400074	8	485	1.6	74	116	63.8	-2
2007-08	04	0400075	-2	-2	-2.0	-2	-2	-2.0	-2
2007-08	04	0400077	34	111	30.6	31	-2	-2.0	-2
2007-08	04	0400078	98	214	45.8	56	-2	-2.0	-2
2007-08	04	0400079	29	123	23.6	59	-2	-2.0	-2
2007-08	04	0400081	7	136	5.1	31	-2	-2.0	-2
2007-08	04	0400082	146	2471	5.9	429	-2	-2.0	-2
2007-08	04	0400083	522	1107	47.2	351	-2	-2.0	-2
2007-08	04	0400085	34	104	32.7	23	13	100.0	-2
2007-08	04	0400088	33	60	55.0	-1	10	-1.0	-2
2007-08	04	0400089	-2	-2	-2.0	-2	-2	-2.0	-2
2007-08	04	0400090	-2	-2	-2.0	-2	-2	-2.0	-2
2007-08	04	0400092	-2	-2	-2.0	-2	-2	-2.0	-2
2007-08	04	0400093	-2	-2	-2.0	-2	-2	-2.0	-2
2007-08	04	0400094	36	88	40.9	10	-2	-2.0	-2
2007-08	04	0400095	64	112	57.1	51	-2	-2.0	-2
2007-08	04	0400096	-2	-2	-2.0	-2	-2	-2.0	-2
2007-08	04	0400097	11	197	5.6	29	51	56.9	-2
2007-08	04	0400098	-2	-2	-2.0	-2	-2	-2.0	-2
2007-08	04	0400099	12	55	21.8	15	-2	-2.0	-2
2007-08	04	0400100	-2	-2	-2.0	-2	-2	-2.0	-2
2007-08	04	0400101	24	158	15.2	27	56	48.2	-2
2007-08	04	0400102	-2	-2	-2.0	-2	-2	-2.0	-2
2007-08	04	0400103	16	500	3.2	147	66	100.0	-2
2007-08	04	0400104	7	51	13.7	6	6	100.0	-2
2007-08	04	0400105	-2	-2	-2.0	-2	-2	-2.0	-2
2007-08	04	0400106	8	237	3.4	33	-2	-2.0	-2
2007-08	04	0400107	94	269	34.9	98	-2	-2.0	-2
2007-08	04	0400108	208	428	48.6	165	-2	-2.0	-2
2007-08	04	0400109	-2	-2	-2.0	-2	-2	-2.0	-2
2007-08	04	0400111	-2	-2	-2.0	-2	-2	-2.0	-2
2007-08	04	0400112	9	31	29.0	-1	14	-1.0	-2
2007-08	04	0400113	-2	-2	-2.0	-2	-2	-2.0	-2
2007-08	04	0400114	33	128	25.8	29	-2	-2.0	-2
2007-08	04	0400115	-2	-2	-2.0	-2	-2	-2.0	-2
2007-08	04	0400116	-2	-2	-2.0	-2	-2	-2.0	-2
2007-08	04	0400120	243	465	52.3	-1	-2	-2.0	-2
2007-08	04	0400121	15	258	5.8	114	-2	-2.0	-2
2007-08	04	0400122	-2	-2	-2.0	-2	-2	-2.0	-2
2007-08	04	0400124	62	151	41.1	9	-2	-2.0	-2
2007-08	04	0400125	-3	191	-3.0	30	-2	-2.0	-2
2007-08	04	0400126	-2	-2	-2.0	-2	-2	-2.0	-2
2007-08	04	0400128	-2	-2	-2.0	-2	-2	-2.0	-2
2007-08	04	0400129	-3	9	-3.0	0	11	0.0	-2
2007-08	04	0400130	32	97	33.0	4	36	11.1	-2
2007-08	04	0400131	-3	130	-3.0	22	34	64.7	-2
2007-08	04	0400133	5	76	6.6	13	26	50.0	-2
2007-08	04	0400134	0	115	0.0	20	26	76.9	-2
2007-08	04	0400135	-2	-2	-2.0	-2	-2	-2.0	-2
2007-08	04	0400136	-2	-2	-2.0	-2	-2	-2.0	-2
2007-08	04	0400138	-2	-2	-2.0	-2	-2	-2.0	-2
2007-08	04	0400141	-2	-2	-2.0	-2	-2	-2.0	-2
2007-08	04	0400142	7	95	7.4	15	-2	-2.0	-2
2007-08	04	0400143	-2	-2	-2.0	-2	-2	-2.0	-2
2007-08	04	0400144	39	180	21.7	32	31	100.0	-2
2007-08	04	0400145	-2	-2	-2.0	-2	-2	-2.0	-2
2007-08	04	0400146	-2	-2	-2.0	-2	-2	-2.0	-2
2007-08	04	0400147	43	151	28.5	-1	-2	-2.0	-2
2007-08	04	0400148	-2	-2	-2.0	-2	29	-2.0	-2
2007-08	04	0400149	38	206	18.4	49	-2	-2.0	-2
2007-08	04	0400150	0	0	-2.0	0	4	0.0	-2
2007-08	04	0400151	-2	-2	-2.0	-2	-2	-2.0	-2
2007-08	04	0400152	9	30	30.0	-1	11	-1.0	-2
2007-08	04	0400153	13	100	13.0	23	19	100.0	-2
2007-08	04	0400154	12	146	8.2	17	-2	-2.0	-2
2007-08	04	0400155	-2	-2	-2.0	-2	24	-2.0	-2
2007-08	04	0400157	294	406	72.4	59	67	88.1	-2
2007-08	04	0400159	57	133	42.9	22	-2	-2.0	-2
2007-08	04	0400160	-3	40	-3.0	10	-2	-2.0	-2
2007-08	04	0400161	11	274	4.0	56	-2	-2.0	-2
2007-08	04	0400162	16	371	4.3	77	-2	-2.0	-2
2007-08	04	0400163	71	125	56.8	93	9	100.0	-2
2007-08	04	0400164	-3	10	-3.0	4	6	66.7	-2
2007-08	04	0400165	-2	2	-2.0	-2	-2	-2.0	-2
2007-08	04	0400178	-2	-2	-2.0	-2	-2	-2.0	-2
2007-08	04	0400181	-2	-2	-2.0	-2	-2	-2.0	-2
2007-08	04	0400182	-2	-2	-2.0	-2	-2	-2.0	-2
2007-08	04	0400184	-2	-2	-2.0	-2	-2	-2.0	-2
2007-08	04	0400185	-2	-2	-2.0	-2	27	-2.0	-2
2007-08	04	0400187	-2	-2	-2.0	-2	-2	-2.0	-2
2007-08	04	0400188	-2	-2	-2.0	-2	-2	-2.0	-2
2007-08	04	0400189	-2	-2	-2.0	-2	-2	-2.0	-2
2007-08	04	0400190	-2	-2	-2.0	-2	-2	-2.0	-2
2007-08	04	0400191	-2	-2	-2.0	-2	-2	-2.0	-2
2007-08	04	0400192	34	94	36.2	32	-2	-2.0	-2
2007-08	04	0400197	-2	-2	-2.0	143	948	15.1	-2
2007-08	04	0400198	-2	-2	-2.0	-2	-2	-2.0	-2
2007-08	04	0400201	61	111	55.0	44	-2	-2.0	-2
2007-08	04	0400202	7	174	4.0	36	51	70.6	-2
2007-08	04	0400204	103	307	33.6	86	-2	-2.0	-2
2007-08	04	0400205	-2	-2	-2.0	-2	-2	-2.0	-2
2007-08	04	0400206	-2	-2	-2.0	-2	-2	-2.0	-2
2007-08	04	0400207	42	60	70.0	5	19	26.3	-2
2007-08	04	0400208	-2	-2	-2.0	-2	-2	-2.0	-2
2007-08	04	0400209	-2	-2	-2.0	-2	-2	-2.0	-2
2007-08	04	0400210	-2	-2	-2.0	-2	-2	-2.0	-2
2007-08	04	0400211	8	199	4.0	41	-2	-2.0	-2
2007-08	04	0400212	19	403	4.7	103	96	100.0	-2
2007-08	04	0400213	-2	-2	-2.0	-2	-2	-2.0	-2
2007-08	04	0400214	-2	15	-2.0	-2	14	-2.0	-2
2007-08	04	0400216	103	639	16.1	110	-2	-2.0	-2
2007-08	04	0400217	-2	-2	-2.0	-2	-2	-2.0	-2
2007-08	04	0400218	-2	-2	-2.0	-2	-2	-2.0	-2
2007-08	04	0400219	321	653	49.2	168	82	100.0	-2
2007-08	04	0400221	5	54	9.3	10	5	100.0	-2
2007-08	04	0400223	-3	138	-3.0	24	38	63.2	-2
2007-08	04	0400225	-3	391	-3.0	78	97	80.4	-2
2007-08	04	0400227	-2	-2	-2.0	-2	-2	-2.0	-2
2007-08	04	0400229	-2	-2	-2.0	-2	-2	-2.0	-2
2007-08	04	0400230	-2	-2	-2.0	-2	-2	-2.0	-2
2007-08	04	0400231	-2	104	-2.0	20	30	66.7	-2
2007-08	04	0400232	-2	-2	-2.0	-2	-2	-2.0	-2
2007-08	04	0400234	-2	-2	-2.0	-2	-2	-2.0	-2
2007-08	04	0400235	7	66	10.6	10	31	32.3	-2
2007-08	04	0400236	-2	26	-2.0	1	-2	-2.0	-2
2007-08	04	0400237	-2	-2	-2.0	-2	-2	-2.0	-2
2007-08	04	0400238	9	197	4.6	47	-2	-2.0	-2
2007-08	04	0400239	-2	-2	-2.0	-2	-2	-2.0	-2
2007-08	04	0400240	-2	-2	-2.0	-2	-2	-2.0	-2
2007-08	04	0400241	0	0	-2.0	0	-2	-2.0	-2
2007-08	04	0400243	34	328	10.4	128	-2	-2.0	-2
2007-08	04	0400244	11	220	5.0	42	92	45.7	-2
2007-08	04	0400245	-3	50	-3.0	5	5	100.0	-2
2007-08	04	0400246	0	0	-2.0	0	4	0.0	-2
2007-08	04	0400248	7	68	10.3	12	24	50.0	-2
2007-08	04	0400249	17	39	43.6	8	19	42.1	-2
2007-08	04	0400250	128	146	87.7	17	-2	-2.0	-2
2007-08	04	0400252	-2	-2	-2.0	-2	-2	-2.0	-2
2007-08	04	0400253	12	102	11.8	19	-2	-2.0	-2
2007-08	04	0400254	34	186	18.3	103	-2	-2.0	-2
2007-08	04	0400255	-2	-2	-2.0	-2	-2	-2.0	-2
2007-08	04	0400256	0	28	0.0	4	15	26.7	-2
2007-08	04	0400257	-2	-2	-2.0	-2	-2	-2.0	-2
2007-08	04	0400258	-2	-2	-2.0	-2	-2	-2.0	-2
2007-08	04	0400259	7	127	5.5	4	39	10.3	-2
2007-08	04	0400260	-2	-2	-2.0	-2	-2	-2.0	-2
2007-08	04	0400261	126	212	59.4	21	-2	-2.0	-2
2007-08	04	0400263	-2	-2	-2.0	-2	-2	-2.0	-2
2007-08	04	0400264	-2	-2	-2.0	-2	-2	-2.0	-2
2007-08	04	0400266	43	116	37.1	53	-2	-2.0	-2
2007-08	04	0400267	16	96	16.7	29	-2	-2.0	-2
2007-08	04	0400268	-2	-2	-2.0	-2	-2	-2.0	-2
2007-08	04	0400273	49	115	42.6	14	-2	-2.0	-2
2007-08	04	0400274	48	154	31.2	23	-2	-2.0	-2
2007-08	04	0400275	-2	-2	-2.0	-2	-2	-2.0	-2
2007-08	04	0400276	56	154	36.4	26	-2	-2.0	-2
2007-08	04	0400277	-2	-2	-2.0	-2	-2	-2.0	-2
2007-08	04	0400278	0	120	0.0	39	-2	-2.0	-2
2007-08	04	0400279	-2	-2	-2.0	-2	-2	-2.0	-2
2007-08	04	0400280	101	223	45.3	73	37	100.0	-2
2007-08	04	0400281	-2	33	-2.0	-2	-2	-2.0	-2
2007-08	04	0400282	5	96	5.2	6	23	26.1	-2
2007-08	04	0400283	-2	-2	-2.0	-2	-2	-2.0	-2
2007-08	04	0400284	7	95	7.4	5	45	11.1	-2
2007-08	04	0400285	-2	-2	-2.0	-2	-2	-2.0	-2
2007-08	04	0400286	-3	9	-3.0	0	7	0.0	-2
2007-08	04	0400287	-2	-2	-2.0	-2	-2	-2.0	-2
2007-08	04	0400288	32	292	11.0	49	-2	-2.0	-2
2007-08	04	0400290	-2	-2	-2.0	-2	-2	-2.0	-2
2007-08	04	0400295	236	2209	10.7	423	639	66.2	-2
2007-08	04	0400296	-2	-2	-2.0	-2	-2	-2.0	-2
2007-08	04	0400297	-2	52	-2.0	14	10	100.0	-2
2007-08	04	0400298	-2	0	-2.0	-2	19	-2.0	-2
2007-08	04	0400299	-2	-2	-2.0	-2	-2	-2.0	-2
2007-08	04	0400300	-2	-2	-2.0	-2	-2	-2.0	-2
2007-08	04	0400303	17	94	18.1	73	-2	-2.0	-2
