survyear	fipst	leaid	totd912	ebs912	drp912	totdpl	afgeb	afgr	totohc
2007-08	17	1732970	-2	-2	-2.0	-2	-2	-2.0	-2
2007-08	17	1733000	40	2148	1.9	527	578	91.2	-2
2007-08	17	1733030	-2	-2	-2.0	-2	-2	-2.0	-2
2007-08	17	1733090	-3	127	-3.0	26	31	83.9	-2
2007-08	17	1733120	-2	-2	-2.0	-2	-2	-2.0	-2
2007-08	17	1733210	-2	-2	-2.0	-2	-2	-2.0	-2
2007-08	17	1733240	50	786	6.4	155	-2	-2.0	-2
2007-08	17	1733270	52	1907	2.7	381	-2	-2.0	-2
2007-08	17	1733300	-3	417	-3.0	120	110	100.0	-2
2007-08	17	1733380	6	643	0.9	149	160	93.1	-2
2007-08	17	1733390	-2	-2	-2.0	-2	-2	-2.0	-2
