School District,,,LEAID,,,,,,,,,,,,,,,,,PovertyRate,
Dryden Central School District,NY,,3609330,"12,492",5.93,16.28,10.09,38.3,94.51,1.08,0.62,1.94,0,0.96,90.7,31.3,1.06,"53,727","65,423",12.7,"132,100"
Duanesburg Central School District,NY,,3609360,"5,081",5.73,20.19,11.77,41.1,99.31,0,0,0.31,0,3.33,93.5,30.2,0.21,"72,424","84,813",3.9,"180,200"
Dundee Central School District,NY,,3609390,"6,268",6.33,23.12,13.1,37.1,96.92,1.34,0.32,0.54,0,0.24,83,19.1,5.06,"42,303","52,849",16.5,"99,800"
Dunkirk City School District,NY,,3609420,"13,896",5.84,16.77,17.73,39.1,89.57,2.22,1.09,0.38,0,19.31,82.1,17.3,5.25,"32,754","39,369",25.6,"58,000"
East Aurora Union Free School District,NY,,3609540,"12,539",6.38,16.01,19.27,44.9,98.99,0.08,0.17,0.37,0.14,0.39,93.4,40.6,0.63,"67,149","86,563",2.6,"165,900"
East Greenbush Central School District,NY,,3609630,"28,689",5.17,15.92,14.43,41.1,93.7,1.92,0.02,2.21,0,1.32,92.2,35.8,1.72,"67,432","80,156",3.1,"188,900"
East Hampton Union Free School District,NY,,3609660,"9,043",4.38,15.12,20.03,48.2,89.11,5.65,0.06,1.58,0,11.48,94,52.4,8.97,"95,823","114,945",7.5,"936,000"
East Irondequoit Central School District,NY,,3609690,"26,569",5.37,13.83,21.33,43.8,87.57,10.07,0.16,1.3,0,6.67,84.9,24.9,5.47,"45,362","55,914",11,"99,100"
East Islip Union Free School District,NY,,3609720,"26,053",7.32,20.47,12.28,38.8,96.21,1.02,0,0.8,0,5.5,92.5,28.8,1.57,"87,835","93,342",2.6,"437,300"
East Meadow Union Free School District,NY,,3609840,"51,884",4.3,17.33,15.61,41.8,77.91,3.18,0,10.82,0,12.03,89.9,35,8.62,"93,342","102,246",2,"451,200"
East Moriches Union Free School District,NY,,3609870,"5,279",7.82,15.21,16.61,43.7,97.33,0.85,0,0.7,0,1.67,91.2,35.3,1.58,"90,238","110,625",1,"471,700"
East Quogue Union Free School District,NY,,3609900,"5,021",6.43,17.45,14.64,40.9,92.67,0.54,0,2.05,0,7.53,92.6,37.9,1.21,"78,009","91,359",7.1,"563,500"
East Ramapo Central School District,NY,,3627810,"100,363",10.96,25.06,9.52,28.5,65.18,21.67,0,5.08,0.2,14.47,82.9,34.1,28.14,"65,143","71,666",22.2,"469,400"
East Rochester Union Free School District,NY,,3609930,"8,604",5.31,15.92,15.09,37.9,97.91,0.67,0.08,0.99,0.23,1.96,91,28.2,1.94,"48,730","60,339",12.5,"99,800"
East Rockaway Union Free School District,NY,,3609960,"10,912",3.42,17.28,17.74,43.1,93.44,2.36,0,1.7,0,6.57,88.6,23.6,5.73,"80,943","89,440",7,"433,700"
East Syracuse-Minoa Central School District,NY,,3609990,"21,786",5.08,15.08,18.44,43.8,95.66,1.09,0.77,0.77,0.3,1.54,91.3,24.9,1.92,"52,469","64,876",8.9,"107,000"
East Williston Union Free School District,NY,,3610050,"9,213",4.92,22.91,15.19,41.9,87.3,0.33,0,11.58,0,2.3,97.9,63.8,6.93,"156,800","170,465",0.9,"905,900"
Eastchester Union Free School District,NY,,3610080,"17,489",6.14,17.04,18.94,42.4,87.11,0.65,0,9.99,0,4.85,91.2,54.4,7.67,"90,794","131,458",3.8,"540,900"
Eastport-South Manor Central School District,NY,,3600125,"18,241",7,21.4,10.77,38.7,96.4,0.82,0.06,0.58,0,5.52,93.4,31.5,1.76,"83,769","102,361",5.4,"426,800"
Eden Central School District,NY,,3610170,"9,827",4,17.84,15.45,44.6,98.01,0,0.15,1.5,0,0.92,91.2,28.7,2.02,"67,561","74,627",2.6,"148,400"
Edgemont Union Free School District,NY,,3610200,"7,909",6.87,24.67,11.32,41,72.17,3.19,0.11,22.95,0,1.83,97,79,6.61,"178,052","202,500",3.2,"896,700"
Edinburg Common School District,NY,,3610230,"1,510",3.84,12.19,15.5,46.1,100,0,0,0,0,1.39,86.1,18.1,0.28,"53,789","57,500",11.8,"156,400"
Edmeston Central School District,NY,,3610260,"3,134",4.31,18.6,14.39,42.3,97.16,0.86,0,0.29,0,1.85,87.4,13.7,0.33,"48,393","54,643",13.5,"118,000"
Edwards-Knox Central School District,NY,,3600003,"2,889",3.67,19.63,15.37,41.1,97.61,0.38,0.38,0.1,0.07,0,84.8,14.2,0.36,"42,449","45,329",15.3,"66,100"
Elba Central School District,NY,,3610380,"2,759",5.58,24.14,12.07,36.4,94.64,1.09,0,0,0,11.27,82.6,14.6,3.11,"52,065","54,650",9.5,"101,100"
Eldred Central School District,NY,,3610410,"4,734",4.63,16.6,16.73,42.9,93.41,4.12,0.8,0,0,5.05,80,18.9,2.28,"47,367","53,309",11.5,"194,900"
Elizabethtown-Lewis Central School District,NY,,3610440,"2,470",6.32,16.96,16.8,42.3,95.43,0.12,0.16,0.12,1.21,1.78,81.8,20.3,2.46,"51,550","56,550",13,"121,600"
Ellenville Central School District,NY,,3610500,"12,447",5.86,13.34,10.73,40.2,73.75,15.09,0.42,1.86,0,21.01,76.9,17.9,8.34,"45,662","49,951",26.1,"169,400"
Ellicottville Central School District,NY,,3610530,"3,455",4.25,15.89,17.02,47.2,99.1,0,0.12,0,0,0.67,87.8,24.5,0.91,"44,698","52,250",9.2,"122,100"
Elmira City School District,NY,,3610560,"48,552",5.87,16.2,14.31,38.5,86.07,9.42,0.32,0.74,0,2.66,83.6,16.9,1.88,"36,313","45,522",20,"72,900"
Elmira Heights Central School District,NY,,3610590,"7,088",5.28,16.96,15.7,39.3,96.04,1.68,0.1,0.08,0,3.36,88.1,16.5,0.98,"35,601","42,201",18.7,"73,800"
Elmont Union Free School District,NY,,3610620,"51,603",6.23,17.85,12.9,37.7,35.65,40.6,0.01,11.42,0,17.22,85.9,29.4,15.38,"78,982","89,814",5.3,"426,700"
Elmsford Union Free School District,NY,,3610650,"7,928",5.25,19.77,13.79,35.7,47.88,24.45,0.04,11.38,0,24.96,86.4,39.9,16.92,"82,398","93,125",7,"518,600"
Elwood Union Free School District,NY,,3610680,"12,788",6.57,19.35,13.82,40.8,84.98,4.48,0,5.65,0,6.46,93.4,45.6,6.08,"93,291","101,307",2,"529,600"
Evans-Brant Central School District,NY,,3616560,"17,965",4.88,16.11,15.66,42.8,94.62,0.62,2.61,0.14,0.02,2.64,88.5,20.6,2.26,"53,970","66,475",8.1,"96,800"
Fabius-Pompey Central School District,NY,,3610860,"5,287",7.23,20.56,12.79,38.9,96.33,0.47,0.83,1.32,0.61,1.51,94.1,38.8,1.1,"77,028","84,570",6.7,"146,200"
Fairport Central School District,NY,,3610890,"39,564",5.6,18.9,15.06,43.3,94.74,1.25,0.27,1.63,0,1.7,95.8,52.4,1.88,"70,904","91,564",4.8,"178,000"
Falconer Central School District,NY,,3610920,"7,278",5.5,17.26,16.74,42.4,99.12,0.18,0.04,0,0,1.5,89.3,14,0.49,"39,736","47,196",17.1,"72,700"
Fallsburg Central School District,NY,,3610950,"11,058",5.79,15.05,8.64,38.6,69.61,17.95,0.99,1.37,0,18.55,77.7,23.3,11,"40,571","43,657",25.1,"175,600"
Farmingdale Union Free School District,NY,,3610980,"42,078",5.72,16.45,16.46,41.6,90.95,3.31,0.08,3.42,0,9.44,90,27.7,6.34,"88,081","101,000",3.7,"440,100"
Fayetteville-Manlius Central School District,NY,,3618330,"24,681",5.75,20.38,14.66,42.7,92.04,1.42,0.68,4.62,0,1.28,96.7,61.9,2.56,"81,337","101,429",3,"202,600"
Fillmore Central School District,NY,,3611070,"5,313",6.27,15.94,12.12,27.3,96.97,0.7,0.21,1.04,0,0.55,85.6,24.5,3.73,"43,061","49,375",22.1,"76,600"
Fire Island Union Free School District,NY,,3621540,"1,090",6.06,21.19,13.85,45.1,94.5,0.28,0.55,1.01,0,1.56,96.3,58.8,0.39,"77,833","152,917",5,"695,500"
Fishers Island Union Free School District,NY,,3611100,256,0,20.31,15.63,48.3,100,0,0,0,0,0,98.4,25.9,0,"63,333","80,000",7.4,"766,700"
Floral Park-Bellerose Union Free School District,NY,,3611160,"19,977",4.98,18.23,14.01,41.1,86.4,1.47,0,7.54,0.15,6.67,93.5,45.4,5.6,"103,998","118,544",1.6,"534,100"
Florida Union Free School District,NY,,3625320,"5,034",6.69,19.23,12.99,42.6,85.06,2.86,0.16,1.07,0,15.16,88.7,27.1,7.86,"78,317","84,286",3.9,"316,100"
Fonda-Fultonville Central School District,NY,,3611190,"8,379",4.87,23.07,12.7,38.4,97.43,0.75,0,0.88,0,3.06,87.7,13.9,1.64,"52,341","61,192",6.8,"106,800"
Forestville Central School District,NY,,3611250,"3,195",3.13,19.06,13.83,43,96.37,0.22,1.66,0.13,0,3.6,87.4,16.4,2.55,"45,985","53,750",12.8,"85,700"
Fort Ann Central School District,NY,,3611280,"6,244",2.64,10.01,6.98,36.2,64.48,28.65,1.59,0.67,0,13.45,72.4,6.7,4.64,"52,339","59,932",5.2,"129,600"
Fort Edward Union Free School District,NY,,3611310,"3,073",5.92,21.25,14.12,34.8,99.64,0,0,0,0,0.52,75.8,6,1,"42,274","52,574",15.2,"98,100"
Fort Plain Central School District,NY,,3611370,"5,551",6.29,22.84,14.02,36.7,96.99,0,0.68,0.92,0,0.79,81.4,13,5.17,"41,817","48,443",21.2,"71,400"
Frankfort-Schuyler Central School District,NY,,3611400,"6,991",6.42,15.08,16.51,40.7,92.06,4.16,0.49,0.5,0,2.66,87,16.7,2.49,"40,913","54,659",11.6,"86,700"
Franklin Central School District,NY,,3611430,"2,267",4.98,15.44,13.81,42.2,96.16,0.75,0,1.15,0,2.34,91.8,18.7,1.49,"50,114","58,073",18.3,"127,000"
Franklin Square Union Free School District,NY,,3611460,"24,458",4.57,16.7,19.36,43.1,92.58,0.41,0,3.78,0,7.4,86.9,28.1,8.68,"81,351","91,392",3.9,"469,900"
Franklinville Central School District,NY,,3611490,"4,501",5.04,17,15.42,41.9,98.93,0,0.36,0.58,0,1.6,83.2,12.2,0.98,"38,588","47,500",18.3,"68,000"
Fredonia Central School District,NY,,3611520,"14,723",3.51,13.18,13.88,32.9,93.51,2.34,0.03,2.24,0,2.28,93.5,29.8,2.04,"43,095","66,075",13.6,"114,900"
Freeport Union Free School District,NY,,3611550,"41,341",8.76,17.47,11.57,36.7,49,30.56,0.77,2.42,0,39.5,76.8,24.2,20.97,"66,012","78,096",12,"380,000"
Frewsburg Central School District,NY,,3611610,"4,908",4.87,20.15,15.2,42.7,96.01,0,0.14,0.55,0,0.73,91,18.2,1.05,"52,535","55,458",3.7,"83,900"
Friendship Central School District,NY,,3611640,"2,160",5.46,23.01,14.26,34.5,96.02,1.3,0.88,0,0,1.11,85.6,10.9,1.18,"35,087","41,389",21.6,"48,800"
Frontier Central School District,NY,,3611670,"34,366",5.41,16.09,14.74,41.4,97.58,0.9,0.09,0.42,0,1.56,91.8,26.8,1.44,"55,801","69,618",6.6,"120,900"
Fulton City School District,NY,,3611700,"20,076",5.58,18.68,14.11,39.9,97.96,0.9,0.12,0,0,1.58,84.1,13.9,1,"39,456","49,235",20.5,"75,600"
Galway Central School District,NY,,3611730,"6,822",4.81,14.57,13.28,45.7,97.82,0.18,0.06,0.64,0,0.37,92,26.1,0.71,"58,575","73,023",8.8,"181,800"
Gananda Central School District,NY,,3611740,"5,078",8.51,21.13,5.87,34.4,95.67,0.69,0,0.53,0,1.95,94.2,34.4,1.96,"63,363","76,339",12.6,"137,800"
Garden City Union Free School District,NY,,3611760,"22,312",6.4,20.25,16.12,40.6,92.73,1.98,0,2.5,0,3.52,97.4,66.4,1.63,"136,705","157,236",2.9,"840,100"
Garrison Union Free School District,NY,,3611860,"2,945",3.19,13.31,25.37,49.7,92.97,2.75,0,1.22,0,2.61,94.3,49.5,1.72,"96,083","111,000",20.8,"674,200"
Gates-Chili Central School District,NY,,3611880,"33,425",5.68,15.43,17.38,42.1,86.94,7.72,0.12,2.63,0,2.43,86.6,22.6,4.77,"53,787","62,626",5.9,"110,700"
General Brown Central School District,NY,,3611910,"8,624",5,18.4,15.26,42.1,95.07,0.71,0.26,1.9,0,2.2,88.7,18.1,2.14,"51,875","58,643",9.9,"112,400"
Genesee Valley Central School District at Angelica-Belmont,NY,,3600017,"3,633",6.66,17.07,15.03,39.5,98.18,0.06,0.11,0.47,0,1.43,87.4,15.5,0.94,"40,969","45,000",19,"65,700"
Geneseo Central School District,NY,,3611940,"11,116",3.41,8.83,12.39,21.5,90.53,2.16,0.13,3.43,0.13,2.41,90.8,36.8,1.63,"41,188","74,426",32.3,"153,300"
Geneva City School District,NY,,3611970,"17,497",5.66,14.36,14.55,35.7,82.87,8.92,0.21,2.23,0,8.17,87.2,28.2,2.99,"42,237","57,410",13.9,"95,100"
Georgetown-South Otselic Central School District,NY,,3622100,"2,645",7.45,19.51,12.02,39.7,98.87,0.19,0.3,0,0,1.25,84.3,15.8,0.61,"47,101","56,574",16.3,"78,800"
Germantown Central School District,NY,,3612030,"3,814",3.7,15.63,17.78,45.2,96.15,1.84,0.63,0.16,0,1.18,83.7,23.5,0.38,"51,920","63,594",8.6,"237,800"
Gilbertsville-Mount Upton Central School District,NY,,3604757,"2,957",3.28,22.93,12.99,41.6,95.06,3.11,0.37,0.27,0,3.28,90.5,22.7,0.8,"50,875","58,576",10.5,"96,900"
Gilboa-Conesville Central School District,NY,,3612120,"2,513",2.9,13.37,24.43,50.3,96.22,0.72,1.39,0.24,0,0.99,88.5,11.9,2.01,"50,952","59,125",9.1,"122,500"
Glen Cove City School District,NY,,3612180,"26,967",6.24,16.44,17.86,41.4,76.43,7.89,0,3.59,0,19.28,86.3,39,13.12,"74,085","85,033",11.4,"560,700"
Glens Falls City School District,NY,,3612240,"14,440",5.81,16.15,14.51,39.8,95.83,2.05,0.15,0.89,0,1.37,91.1,24,0.93,"43,541","57,690",11.9,"142,500"
Glens Falls Common School District,NY,,3602310,"2,251",5.91,17.46,7.06,32.9,98.67,1.02,0,0,0,0.53,81.2,10.4,0.57,"36,333","55,541",19.6,"140,000"
Gloversville City School District,NY,,3612270,"18,538",6.19,18.2,15.72,38.7,93.46,2.15,0.22,0.67,0,4.01,78.3,12.3,0.76,"33,634","40,597",23.3,"75,800"
Goshen Central School District,NY,,3612330,"18,306",4.38,17.43,13.33,40.3,76.71,12.21,0.33,2.43,0,13.18,84.3,27.7,4.99,"80,846","95,938",6.6,"362,900"
Gouverneur Central School District,NY,,3612360,"11,324",7.31,15.2,12.66,37.3,89.13,6.38,0.35,0.37,0,4.27,81.5,13,2.72,"43,282","51,042",11.3,"78,300"
Gowanda Central School District,NY,,3612390,"12,348",3.46,12.64,12.24,40.6,68.08,9.89,11.62,1.94,0,8,80.1,14.9,3.47,"44,806","54,835",13.5,"81,400"
Grand Island Central School District,NY,,3607020,"18,879",5.24,18.84,11.42,40.9,93.08,2.35,0,3.1,0,1.76,94.9,39.1,1.62,"74,113","82,850",4.3,"164,700"
Granville Central School District,NY,,3612450,"7,412",4.72,17.36,19.7,43.5,96.92,0.28,0.18,1.55,0,0.4,84.4,15.5,1.36,"43,174","51,461",16.5,"109,000"
Great Neck Union Free School District,NY,,3612510,"44,953",4.89,17.52,20.27,44.1,84.19,1.74,0.01,11.42,0,5.11,93.2,60.2,15.29,"97,392","121,472",4.6,"743,600"
Greece Central School District,NY,,3612630,"79,974",5.19,16.03,16.35,41.7,89.83,4.9,0.46,1.57,0.09,3.99,90.1,24.7,3.56,"51,745","62,929",7.6,"116,000"
Green Island Union Free School District,NY,,3612660,"2,523",4.04,15.5,13.04,37.2,91.91,1.78,0.48,1.66,0,4.2,91.1,18.9,2.73,"40,132","47,174",16.8,"114,800"
Greenburgh Central School District,NY,,3612720,"22,461",6.7,12.79,17.03,43.3,52.09,30.81,0.11,9.39,0,14.13,92.9,53.3,9.22,"94,811","113,555",4.6,"468,000"
Greene Central School District,NY,,3612750,"6,944",3.59,17.7,13.68,44,95.69,1.22,0,1.25,0.16,1.01,87.5,18.3,0.52,"48,854","57,275",7.4,"87,900"
Greenport Union Free School District,NY,,3612840,"4,432",2.3,14.31,30.66,47.8,86.87,5.1,0,0.16,0,15.37,85.1,32.4,13.9,"57,669","72,647",11.5,"457,800"
Greenville Central School District,NY,,3612870,"8,301",6.98,13.37,16.68,44.1,96.48,1.28,0,0,0,2,89.6,20.6,0.26,"55,502","68,553",9.1,"175,800"
Greenwich Central School District,NY,,3612900,"6,972",4.92,21.03,13.4,39.9,96.92,0.23,0,0.6,0,3.24,88.7,25.8,2.14,"52,100","59,531",14,"167,200"
Greenwood Lake Union Free School District,NY,,3612960,"6,626",3.46,15.89,10.47,39.6,94.78,0.15,0,0.66,0,10.01,91.2,20.9,2.92,"77,927","84,516",6,"309,100"
Groton Central School District,NY,,3613020,"6,233",5.81,19.69,11.57,39.2,97.61,0.83,0,0.3,0,0.91,85.6,16.1,0.09,"55,663","66,644",10.7,"108,500"
Guilderland Central School District,NY,,3613080,"35,101",4.24,16.57,13.61,40.3,88.54,2.36,0.07,7.28,0.02,2.63,94.1,46.7,4.27,"70,900","95,941",6,"222,700"
Hadley-Luzerne Central School District,NY,,3613110,"6,528",2.96,16.16,16.71,42.7,99.16,0.34,0,0.06,0,0,84.3,16.8,0.43,"49,975","60,967",8.5,"142,100"
Haldane Central School District,NY,,3613230,"5,291",7.96,15.12,14.31,41,91.23,1.44,0,0.93,0,6.56,92.6,45.8,2.18,"74,286","93,542",4.9,"472,300"
Half Hollow Hills Central School District,NY,,3613290,"48,074",5.82,20.77,15.45,41.4,76.94,9.83,0.14,10.64,0.22,5.28,93.9,50.3,6.73,"114,200","127,281",2.1,"680,300"
Hamburg Central School District,NY,,3613350,"24,690",5.02,17.93,15.4,42.5,98.87,0,0.35,0.33,0,0.8,93.5,35.2,2.06,"64,958","81,429",4.9,"145,600"
Hamilton Central School District,NY,,3613380,"6,287",3.44,9.81,11.85,22.3,88.6,5.26,0,2.83,0,2.64,92.3,44.1,1.56,"54,652","65,543",5.2,"146,800"
Hammond Central School District,NY,,3613440,"1,821",4.39,18.84,18.51,42.1,97.97,0.55,0.66,0.44,0,0.16,85.5,24.1,0.34,"44,688","53,631",14.7,"94,900"
Hammondsport Central School District,NY,,3613470,"4,377",1.94,15.4,21.91,50.2,98.65,0.62,0,0.73,0,0,87.2,25,0.37,"47,149","52,125",11,"107,000"
Hampton Bays Union Free School District,NY,,3613530,"13,464",3.88,16.23,15.93,41.4,89.82,1.95,0.02,0.95,0,19.45,88.4,32.1,13.45,"67,985","80,909",7.9,"492,800"
Hancock Central School District,NY,,3613560,"2,508",1.36,11.84,20.77,46.8,93.3,3.47,0,0,0,2.83,83.8,13.1,3.19,"41,250","55,142",15.4,"112,300"
Hannibal Central School District,NY,,3613590,"8,325",6.38,16.76,13.49,39,98.59,0.34,0.07,0.35,0,0.08,87.3,14.9,0.96,"39,769","53,315",15.6,"77,700"
Harborfields Central School District,NY,,3613620,"18,837",4.57,23.5,12.93,41.7,88.53,5.21,0,3.32,0,4.67,96,52,3.28,"103,161","124,828",4,"612,000"
Harpursville Central School District,NY,,3613710,"5,874",5.5,22.83,10.47,39.2,97.36,0.27,0,1.09,0,0.56,84.3,13.1,1.3,"54,539","58,766",12.2,"111,600"
Harrison Central School District,NY,,3613740,"26,523",5.87,17.02,12.59,35.9,82.94,1.65,0,7.31,0.02,10.81,91,49.4,8.07,"104,816","130,438",4,"863,700"
Harrisville Central School District,NY,,3613770,"2,820",4.26,17.38,15.04,43.2,95.82,0.5,0.07,1.17,0.18,0.35,81.7,14.3,0.67,"42,560","44,770",14.3,"70,500"
Hartford Central School District,NY,,3613830,"3,035",6.95,16.71,10.05,41.2,97.76,0,0.43,0.43,0,0.66,89.2,18.7,0.18,"56,120","57,500",8.9,"145,000"
Hastings-on-Hudson Union Free School District,NY,,3613950,"8,599",4.05,20.91,16.32,45.2,90.1,1.21,0,5.04,0,4.28,95.3,67,3.95,"121,550","161,840",4.2,"677,700"
Hauppauge Union Free School District,NY,,3613980,"23,926",5.6,20.05,13.53,40.9,91.09,0.84,0.05,4.89,0,6.4,94.9,38.8,5.58,"101,649","112,237",3,"564,500"
Haverstraw-Stony Point Central School District,NY,,3614010,"47,131",7.71,18.1,12.75,38.7,79.89,10.96,0.08,3.72,0,25.98,84,26.7,14.13,"78,437","90,181",7.8,"400,000"
Hempstead Union Free School District,NY,,3614130,"43,246",10.34,17.54,9.65,32.9,27.53,51.27,0.22,1.38,0,40.63,67.3,15.5,27.65,"48,513","51,039",14.9,"352,400"
Hendrick Hudson Central School District,NY,,3614190,"15,617",5.21,18.11,13.75,43.5,87.7,3.48,0,3.77,0,7.82,92,44.4,1.97,"91,078","126,019",4.7,"461,300"
Herkimer Central School District,NY,,3614220,"9,391",5.58,14.76,24.24,43.4,96.29,0.24,0.37,1.03,0,1.51,85.1,19.8,0.73,"31,569","47,599",18.1,"80,400"
Hermon-DeKalb Central School District,NY,,3614250,"2,404",8.61,16.85,13.52,38.2,98.38,0.54,0.12,0.04,0,1.16,82.8,16.9,1.18,"40,395","48,787",15.2,"71,300"
Herricks Union Free School District,NY,,3614280,"25,104",5.38,17.11,18.01,45.2,67.52,0.66,0,28.31,0,3.44,93.9,53.3,15.47,"110,334","123,854",1.6,"684,400"
Heuvelton Central School District,NY,,3614310,"3,824",5.6,20.35,11.61,39.8,96.91,0.99,0.13,0.16,0.13,1.67,77.7,13.3,4.29,"51,235","58,291",12.9,"67,600"
Hewlett-Woodmere Union Free School District,NY,,3631710,"19,982",4.95,18.91,19.92,45.1,83.91,1.88,0.02,7.94,0,8.18,91.4,53.7,8.75,"100,887","114,974",3.5,"594,100"
Hicksville Union Free School District,NY,,3614340,"40,946",4.2,15.34,16.79,42,77.83,1.2,0.18,13.86,0,11.65,88.7,32.3,13.25,"82,548","96,393",4.8,"442,000"
Highland Central School District,NY,,3614400,"11,850",6.06,18.67,11.26,37.8,84.44,8.14,0.08,3.69,0,9.69,85.1,30.9,3.55,"64,223","76,462",7.7,"266,000"
Highland Falls Central School District,NY,,3614430,"12,823",4.06,9.28,4.08,21.2,80.21,8.27,0.27,5.14,0,8.18,93.6,44.6,2.89,"75,972","85,486",4.6,"262,500"
Hilton Central School District,NY,,3614460,"25,261",6.56,19.55,12.41,40.7,94.51,1.96,0.06,1.08,0,2.45,93.4,26.5,1.91,"64,738","72,391",5.4,"141,400"
Hinsdale Central School District,NY,,3614490,"2,568",5.53,17.41,16.12,46.7,99.69,0.31,0,0,0,0,86.6,10.4,0,"40,823","50,321",14.6,"61,900"
Holland Central School District,NY,,3614550,"6,972",5.29,15.89,13.84,42.2,98.26,0,0.75,0.24,0,0.42,91.7,23.4,1.12,"63,634","78,622",6.1,"142,200"
Holland Patent Central School District,NY,,3614580,"8,871",5.47,19.25,15.67,43.3,98.52,0.05,0.03,0.14,0.16,0.7,91.3,25,0.89,"62,767","72,007",6.7,"116,800"
Holley Central School District,NY,,3614610,"7,330",5.92,20.52,12.31,41,98.14,0.33,0.29,0.3,0,0.22,85.3,14.9,1.02,"51,483","59,636",7.3,"90,100"
Homer Central School District,NY,,3614640,"12,501",6.14,18.49,11.4,39.4,97.08,0,0.22,1,0,1.28,91.2,28.7,1.58,"55,927","61,607",8.9,"103,700"
Honeoye Central School District,NY,,3614670,"6,586",3.74,18.89,13.33,43.7,97.04,0.71,0.06,0,0,0.71,95.2,25.3,0.63,"52,399","65,285",11.7,"136,500"
Honeoye Falls-Lima Central School District,NY,,3614700,"13,517",6.85,17.88,11.46,41.3,95.78,0.64,0.07,1.08,0,1.02,95.2,48.3,0.22,"73,759","94,922",4.4,"191,400"
Hoosic Valley Central School District,NY,,3614730,"6,400",3.25,21.78,12.59,39.8,99.02,0.27,0.03,0.16,0,0.06,91.8,19.4,0.15,"58,173","68,792",4.5,"164,700"
Hoosick Falls Central School District,NY,,3614760,"8,031",4.84,20.37,14.62,40,97.11,0.17,0.7,0.56,0,0.46,90,19.6,0.14,"52,642","61,987",10.2,"126,900"
Hornell City School District,NY,,3614820,"10,501",6.9,18.29,12.76,37.7,97.6,0.7,0.19,0.78,0,1.19,92.8,20.6,0.61,"36,892","50,301",16,"64,800"
Horseheads Central School District,NY,,3614850,"26,638",6.04,16.89,17.73,43.3,95.36,1.54,0.03,1.9,0.04,1.08,92,29.6,1.03,"55,180","67,974",7.5,"108,100"
Hudson City School District,NY,,3614940,"16,019",5.31,11.22,20.8,46.1,80.55,12.84,0.4,3.19,0,4.86,79.9,18.8,4.44,"41,139","59,335",15.8,"170,300"
Hudson Falls Central School District,NY,,3614970,"14,616",5.49,16.94,14.05,38.7,97.45,0.73,0,0.34,0,1.13,88.2,14.8,1.17,"42,814","52,724",10.9,"111,800"
Hunter-Tannersville Central School District,NY,,3615060,"3,659",4.67,17,14.54,44.5,94.32,0.33,0,3.03,0,3.33,90.4,26.7,4.56,"37,668","47,071",18.2,"221,000"
Huntington Union Free School District,NY,,3615090,"34,248",5.99,16.75,13.12,39.9,85.36,7.67,0.13,1.38,0,16.81,90.3,45.6,12.19,"93,891","108,269",7.2,"563,200"
Hyde Park Central School District,NY,,3615180,"31,111",3.66,15.15,11,34.8,88.98,4.95,0.09,2.23,0,3.92,90.4,30.9,2.46,"65,086","80,754",8.5,"264,200"
Ilion Central School District,NY,,3615240,"9,263",6.97,17.25,11.83,35.4,98.13,0.4,0.06,0.87,0,1.23,86.8,14.9,0.77,"41,339","51,076",13.9,"77,400"
Indian Lake Central School District,NY,,3615270,"1,294",3.32,18.08,20.87,47.7,97.14,0,0,0.62,0,0.31,89,23.5,1.44,"43,365","56,641",9.9,"158,200"
Indian River Central School District,NY,,3615300,"13,935",8.56,21.51,6.32,27.6,81.54,9.96,1.32,0.69,0,6.87,86.4,16.8,2.44,"44,807","50,531",16,"102,000"
Inlet Common School District,NY,,3615330,425,7.53,9.18,27.29,52.6,100,0,0,0,0,0,95.2,34.5,0,"56,528","65,536",11.8,"250,000"
Iroquois Central School District,NY,,3615360,"17,100",4.13,18.06,16.03,45.1,98.42,0.97,0,0.51,0,0,93.3,29.7,1.28,"72,109","82,525",4.2,"187,400"
Irvington Union Free School District,NY,,3615450,"9,937",6.88,22.56,12.46,40.2,81.88,2.9,0,8.14,0,9.17,98.5,62.6,7.34,"102,969","125,206",2.6,"648,800"
Island Park Union Free School District,NY,,3615480,"8,399",5.23,13.31,15.28,45.6,82.99,0.8,1.4,1.17,0,18.41,87.7,26.8,7.44,"81,649","84,770",10.9,"485,900"
Island Trees Union Free School District,NY,,3615510,"16,249",5.38,18.47,14.97,41,89.32,1.15,0,3.93,0,11.58,91.4,27.6,5.33,"85,195","91,994",2.1,"419,600"
Islip Union Free School District,NY,,3615540,"19,812",7.28,19.32,12.75,38.7,91.02,3.8,0,1.52,0,10.88,89.9,31.1,3.78,"86,365","97,394",4.9,"404,200"
Ithaca City School District,NY,,3615570,"64,675",3.36,9.15,9.5,24.1,76.72,4.74,0.27,13.78,0.15,5.23,92.9,60.9,5.76,"41,976","73,661",27,"175,600"
Jamestown City School District,NY,,3615630,"31,113",7.5,16.71,14.11,36.6,92.81,2.41,0.42,0.4,0.04,5.5,84.1,17.8,2.88,"33,558","43,507",20.9,"63,800"
Jamesville-DeWitt Central School District,NY,,3609090,"16,499",5.07,16.86,20.04,44.5,84.14,5.1,0.2,6.24,0,2.89,94.6,54.8,5.1,"70,579","97,740",5.6,"188,000"
Jasper-Troupsburg Central School District,NY,,3600007,"3,087",9.59,23.49,11.05,31.7,97.96,0.52,0.36,0.68,0,0,87.7,10.9,4.16,"38,708","42,661",15.9,"74,300"
Jefferson Central School District,NY,,3615720,"1,966",2.24,12.72,21.06,48.8,96.19,2.54,0.31,0,0,0.56,86.5,17.9,0.52,"42,500","45,489",12.1,"129,600"
